No.,Time,Source,Destination,Protocol,Length,Info,Type,Type of attack
4042,1748177064,192.168.100.1,192.168.100.11,TCP,54,Ether / IP / TCP 192.168.100.1:33759 > 192.168.100.11:http S,Non-Attack,No Attack
4043,1748177064,192.168.100.11,192.168.100.1,TCP,54,Ether / IP / TCP 192.168.100.11:http > 192.168.100.1:33759 RA,Non-Attack,No Attack
4044,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4045,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4046,1748177064,192.168.100.1,192.168.100.11,TCP,54,Ether / IP / TCP 192.168.100.1:22199 > 192.168.100.11:http S,Non-Attack,No Attack
4047,1748177064,192.168.100.11,192.168.100.1,TCP,54,Ether / IP / TCP 192.168.100.11:http > 192.168.100.1:22199 RA,Non-Attack,No Attack
4048,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4049,1748177064,192.168.100.1,192.168.100.11,TCP,54,Ether / IP / TCP 192.168.100.1:683 > 192.168.100.11:http S,Non-Attack,No Attack
4050,1748177064,192.168.100.11,192.168.100.1,TCP,54,Ether / IP / TCP 192.168.100.11:http > 192.168.100.1:683 RA,Non-Attack,No Attack
4051,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4052,1748177064,192.168.100.1,192.168.100.11,TCP,54,Ether / IP / TCP 192.168.100.1:62990 > 192.168.100.11:http S,Non-Attack,No Attack
4053,1748177064,192.168.100.11,192.168.100.1,TCP,54,Ether / IP / TCP 192.168.100.11:http > 192.168.100.1:62990 RA,Non-Attack,No Attack
4054,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4055,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4056,1748177064,192.168.100.1,192.168.100.11,TCP,54,Ether / IP / TCP 192.168.100.1:4084 > 192.168.100.11:http S,Non-Attack,No Attack
4057,1748177064,192.168.100.11,192.168.100.1,TCP,54,Ether / IP / TCP 192.168.100.11:http > 192.168.100.1:4084 RA,Non-Attack,No Attack
4058,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4059,1748177064,192.168.100.1,192.168.100.11,TCP,54,Ether / IP / TCP 192.168.100.1:27475 > 192.168.100.11:http S,Non-Attack,No Attack
4060,1748177064,192.168.100.11,192.168.100.1,TCP,54,Ether / IP / TCP 192.168.100.11:http > 192.168.100.1:27475 RA,Non-Attack,No Attack
4061,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4062,1748177064,192.168.100.1,192.168.100.11,TCP,54,Ether / IP / TCP 192.168.100.1:56247 > 192.168.100.11:http S,Non-Attack,No Attack
4063,1748177064,192.168.100.11,192.168.100.1,TCP,54,Ether / IP / TCP 192.168.100.11:http > 192.168.100.1:56247 RA,Non-Attack,No Attack
4064,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4065,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4066,1748177064,192.168.100.1,192.168.100.11,TCP,54,Ether / IP / TCP 192.168.100.1:48885 > 192.168.100.11:http S,Non-Attack,No Attack
4067,1748177064,192.168.100.11,192.168.100.1,TCP,54,Ether / IP / TCP 192.168.100.11:http > 192.168.100.1:48885 RA,Non-Attack,No Attack
4068,1748177064,192.168.100.1,192.168.100.11,TCP,54,Ether / IP / TCP 192.168.100.1:31495 > 192.168.100.11:http S,Non-Attack,No Attack
4069,1748177064,192.168.100.11,192.168.100.1,TCP,54,Ether / IP / TCP 192.168.100.11:http > 192.168.100.1:31495 RA,Non-Attack,No Attack
4070,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4071,1748177064,192.168.100.1,192.168.100.11,TCP,54,Ether / IP / TCP 192.168.100.1:19656 > 192.168.100.11:http S,Non-Attack,No Attack
4072,1748177064,192.168.100.11,192.168.100.1,TCP,54,Ether / IP / TCP 192.168.100.11:http > 192.168.100.1:19656 RA,Non-Attack,No Attack
4073,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4074,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4075,1748177064,192.168.100.1,192.168.100.11,TCP,54,Ether / IP / TCP 192.168.100.1:52212 > 192.168.100.11:http S,Non-Attack,No Attack
4076,1748177064,192.168.100.11,192.168.100.1,TCP,54,Ether / IP / TCP 192.168.100.11:http > 192.168.100.1:52212 RA,Non-Attack,No Attack
4077,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4078,1748177064,192.168.100.1,192.168.100.11,TCP,54,Ether / IP / TCP 192.168.100.1:49532 > 192.168.100.11:http S,Non-Attack,No Attack
4079,1748177064,192.168.100.11,192.168.100.1,TCP,54,Ether / IP / TCP 192.168.100.11:http > 192.168.100.1:49532 RA,Non-Attack,No Attack
4080,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4081,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4082,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
